employerID,employeeID,score
kgriffins587,hcurson739,0.7907608695652174
kgriffins587,jschiffert703,0.8858695652173914
kgriffins587,aheimbuch824,0.8288043478260869
kgriffins587,idueitt372,0.8369565217391305
kgriffins587,fkhalifah795,0.8233695652173914
kgriffins587,cbenoist211,0.9728260869565217
kgriffins587,rconliffe50,0.9021739130434783
kgriffins587,awimer12,0.8478260869565217
kgriffins587,eanez53,0.8586956521739131
kgriffins587,edeahl507,0.8913043478260869
kgriffins587,eell98,0.8940217391304348
kgriffins587,dvanskiver724,0.8885869565217391
kgriffins587,aharrer560,0.967391304347826
kgriffins587,hbrendal817,0.8288043478260869
kgriffins587,mseise99,0.8940217391304348
kgriffins587,kstinchfie27,0.8260869565217391
kgriffins587,ahelmlinge530,0.8125
kgriffins587,mcarducci398,0.9184782608695652
kgriffins587,dvolle75,0.7961956521739131
kgriffins587,aillig782,0.9021739130434783
kgriffins587,ctrevizo965,0.8614130434782609
kgriffins587,hplaas761,0.8097826086956522
kgriffins587,lplantz602,0.8858695652173914
kgriffins587,epipes240,0.8858695652173914
kgriffins587,klichota463,0.8913043478260869
kgriffins587,dbredeson816,0.8125
kgriffins587,tmchaney633,0.8016304347826086
kgriffins587,ssurwillo424,0.8858695652173914
kgriffins587,jshaw904,0.8315217391304348
kgriffins587,jstoute505,0.8233695652173914
kgriffins587,csustaire261,0.7880434782608695
kgriffins587,csanger776,0.9157608695652174
kgriffins587,apolicicch685,0.9211956521739131
kgriffins587,tpunches148,0.8831521739130435
kgriffins587,lsorzano992,0.7961956521739131
kgriffins587,lmanon241,0.8831521739130435
kgriffins587,dkilgallon543,0.9429347826086957
kgriffins587,dkopin79,0.8967391304347826
kgriffins587,cbruccoler889,0.8342391304347826
kgriffins587,cpolowy277,0.8668478260869565
kgriffins587,bsarria715,0.8940217391304348
kgriffins587,rwigington248,0.9402173913043478
kgriffins587,mpeatman696,0.8831521739130435
kgriffins587,clory259,0.842391304347826
kgriffins587,rhavice437,0.8885869565217391
kgriffins587,rhuettman756,0.9239130434782609
kgriffins587,srosek193,0.8070652173913043
kgriffins587,lstreng379,0.8233695652173914
kgriffins587,nralat211,0.8097826086956522
kgriffins587,bdyment619,0.8614130434782609
jbluel499,hcurson739,0.7934782608695652
jbluel499,jschiffert703,0.8668478260869565
jbluel499,aheimbuch824,0.8586956521739131
jbluel499,idueitt372,0.8777173913043478
jbluel499,fkhalifah795,0.8586956521739131
jbluel499,cbenoist211,0.904891304347826
jbluel499,rconliffe50,0.8070652173913043
jbluel499,awimer12,0.8994565217391305
jbluel499,eanez53,0.8559782608695652
jbluel499,edeahl507,0.9103260869565217
jbluel499,eell98,0.7771739130434783
jbluel499,dvanskiver724,0.8804347826086957
jbluel499,aharrer560,0.8505434782608695
jbluel499,hbrendal817,0.8206521739130435
jbluel499,mseise99,0.8695652173913043
jbluel499,kstinchfie27,0.8559782608695652
jbluel499,ahelmlinge530,0.8478260869565217
jbluel499,mcarducci398,0.845108695652174
jbluel499,dvolle75,0.8641304347826086
jbluel499,aillig782,0.8070652173913043
jbluel499,ctrevizo965,0.8804347826086957
jbluel499,hplaas761,0.8559782608695652
jbluel499,lplantz602,0.8722826086956522
jbluel499,epipes240,0.8994565217391305
jbluel499,klichota463,0.845108695652174
jbluel499,dbredeson816,0.8260869565217391
jbluel499,tmchaney633,0.8695652173913043
jbluel499,ssurwillo424,0.8505434782608695
jbluel499,jshaw904,0.845108695652174
jbluel499,jstoute505,0.7934782608695652
jbluel499,csustaire261,0.7853260869565217
jbluel499,csanger776,0.8641304347826086
jbluel499,apolicicch685,0.8586956521739131
jbluel499,tpunches148,0.8206521739130435
jbluel499,lsorzano992,0.8097826086956522
jbluel499,lmanon241,0.8695652173913043
jbluel499,dkilgallon543,0.8913043478260869
jbluel499,dkopin79,0.9266304347826086
jbluel499,cbruccoler889,0.8532608695652174
jbluel499,cpolowy277,0.8532608695652174
jbluel499,bsarria715,0.907608695652174
jbluel499,rwigington248,0.8940217391304348
jbluel499,mpeatman696,0.8858695652173914
jbluel499,clory259,0.8668478260869565
jbluel499,rhavice437,0.8967391304347826
jbluel499,rhuettman756,0.8505434782608695
jbluel499,srosek193,0.8532608695652174
jbluel499,lstreng379,0.8315217391304348
jbluel499,nralat211,0.8885869565217391
jbluel499,bdyment619,0.8478260869565217
hbeser183,hcurson739,0.8505434782608695
hbeser183,jschiffert703,0.8804347826086957
hbeser183,aheimbuch824,0.9211956521739131
hbeser183,idueitt372,0.875
hbeser183,fkhalifah795,0.8559782608695652
hbeser183,cbenoist211,0.8695652173913043
hbeser183,rconliffe50,0.8913043478260869
hbeser183,awimer12,0.8804347826086957
hbeser183,eanez53,0.9619565217391305
hbeser183,edeahl507,0.8913043478260869
hbeser183,eell98,0.904891304347826
hbeser183,dvanskiver724,0.8070652173913043
hbeser183,aharrer560,0.8586956521739131
hbeser183,hbrendal817,0.9538043478260869
hbeser183,mseise99,0.8885869565217391
hbeser183,kstinchfie27,0.907608695652174
hbeser183,ahelmlinge530,0.8233695652173914
hbeser183,mcarducci398,0.8532608695652174
hbeser183,dvolle75,0.8831521739130435
hbeser183,aillig782,0.8858695652173914
hbeser183,ctrevizo965,0.9375
hbeser183,hplaas761,0.9130434782608695
hbeser183,lplantz602,0.9402173913043478
hbeser183,epipes240,0.9293478260869565
hbeser183,klichota463,0.875
hbeser183,dbredeson816,0.8940217391304348
hbeser183,tmchaney633,0.904891304347826
hbeser183,ssurwillo424,0.907608695652174
hbeser183,jshaw904,0.842391304347826
hbeser183,jstoute505,0.8233695652173914
hbeser183,csustaire261,0.8532608695652174
hbeser183,csanger776,0.845108695652174
hbeser183,apolicicch685,0.8070652173913043
hbeser183,tpunches148,0.8994565217391305
hbeser183,lsorzano992,0.8070652173913043
hbeser183,lmanon241,0.9320652173913043
hbeser183,dkilgallon543,0.8831521739130435
hbeser183,dkopin79,0.9021739130434783
hbeser183,cbruccoler889,0.8885869565217391
hbeser183,cpolowy277,0.8940217391304348
hbeser183,bsarria715,0.9211956521739131
hbeser183,rwigington248,0.9347826086956522
hbeser183,mpeatman696,0.8668478260869565
hbeser183,clory259,0.8804347826086957
hbeser183,rhavice437,0.9266304347826086
hbeser183,rhuettman756,0.8097826086956522
hbeser183,srosek193,0.8505434782608695
hbeser183,lstreng379,0.8614130434782609
hbeser183,nralat211,0.8695652173913043
hbeser183,bdyment619,0.8614130434782609
zlauniere486,hcurson739,0.8206521739130435
zlauniere486,jschiffert703,0.7690217391304348
zlauniere486,aheimbuch824,0.875
zlauniere486,idueitt372,0.8668478260869565
zlauniere486,fkhalifah795,0.8532608695652174
zlauniere486,cbenoist211,0.8505434782608695
zlauniere486,rconliffe50,0.9538043478260869
zlauniere486,awimer12,0.8233695652173914
zlauniere486,eanez53,0.8885869565217391
zlauniere486,edeahl507,0.8831521739130435
zlauniere486,eell98,0.875
zlauniere486,dvanskiver724,0.7771739130434783
zlauniere486,aharrer560,0.904891304347826
zlauniere486,hbrendal817,0.8043478260869565
zlauniere486,mseise99,0.8315217391304348
zlauniere486,kstinchfie27,0.8288043478260869
zlauniere486,ahelmlinge530,0.7880434782608695
zlauniere486,mcarducci398,0.8885869565217391
zlauniere486,dvolle75,0.7717391304347826
zlauniere486,aillig782,0.9103260869565217
zlauniere486,ctrevizo965,0.8532608695652174
zlauniere486,hplaas761,0.8070652173913043
zlauniere486,lplantz602,0.8831521739130435
zlauniere486,epipes240,0.8396739130434783
zlauniere486,klichota463,0.8559782608695652
zlauniere486,dbredeson816,0.8858695652173914
zlauniere486,tmchaney633,0.7771739130434783
zlauniere486,ssurwillo424,0.8505434782608695
zlauniere486,jshaw904,0.8179347826086957
zlauniere486,jstoute505,0.8913043478260869
zlauniere486,csustaire261,0.8722826086956522
zlauniere486,csanger776,0.9239130434782609
zlauniere486,apolicicch685,0.8206521739130435
zlauniere486,tpunches148,0.8913043478260869
zlauniere486,lsorzano992,0.8097826086956522
zlauniere486,lmanon241,0.8532608695652174
zlauniere486,dkilgallon543,0.8315217391304348
zlauniere486,dkopin79,0.9211956521739131
zlauniere486,cbruccoler889,0.8369565217391305
zlauniere486,cpolowy277,0.8586956521739131
zlauniere486,bsarria715,0.8532608695652174
zlauniere486,rwigington248,0.9429347826086957
zlauniere486,mpeatman696,0.8641304347826086
zlauniere486,clory259,0.7364130434782609
zlauniere486,rhavice437,0.8586956521739131
zlauniere486,rhuettman756,0.8342391304347826
zlauniere486,srosek193,0.8804347826086957
zlauniere486,lstreng379,0.7445652173913043
zlauniere486,nralat211,0.7907608695652174
zlauniere486,bdyment619,0.8586956521739131
evonbargen380,hcurson739,0.7880434782608695
evonbargen380,jschiffert703,0.845108695652174
evonbargen380,aheimbuch824,0.9184782608695652
evonbargen380,idueitt372,0.8722826086956522
evonbargen380,fkhalifah795,0.8532608695652174
evonbargen380,cbenoist211,0.8559782608695652
evonbargen380,rconliffe50,0.8777173913043478
evonbargen380,awimer12,0.8614130434782609
evonbargen380,eanez53,0.9320652173913043
evonbargen380,edeahl507,0.9266304347826086
evonbargen380,eell98,0.8804347826086957
evonbargen380,dvanskiver724,0.8043478260869565
evonbargen380,aharrer560,0.8505434782608695
evonbargen380,hbrendal817,0.8532608695652174
evonbargen380,mseise99,0.9293478260869565
evonbargen380,kstinchfie27,0.8559782608695652
evonbargen380,ahelmlinge530,0.9130434782608695
evonbargen380,mcarducci398,0.8342391304347826
evonbargen380,dvolle75,0.8586956521739131
evonbargen380,aillig782,0.8559782608695652
evonbargen380,ctrevizo965,0.8695652173913043
evonbargen380,hplaas761,0.8777173913043478
evonbargen380,lplantz602,0.8614130434782609
evonbargen380,epipes240,0.8885869565217391
evonbargen380,klichota463,0.8668478260869565
evonbargen380,dbredeson816,0.8913043478260869
evonbargen380,tmchaney633,0.8532608695652174
evonbargen380,ssurwillo424,0.8505434782608695
evonbargen380,jshaw904,0.8722826086956522
evonbargen380,jstoute505,0.8532608695652174
